credit.policy,purpose_clean2,int.rate,installment,log.annual.inc,annual_inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,All Other,0.09,222.41,11.91,149385.00,1.24,727,3810.00,1330,10.10,0,0,0,0
1,Debt Consolidation,0.15,259.84,10.80,49000.00,17.51,662,2340.00,9805,30.50,2,0,0,0
1,Debt Consolidation,0.12,279.72,10.46,35000.00,24.69,702,2910.00,17411,64.00,1,0,0,0
1,Home Improvement,0.13,282.52,11.41,90000.00,14.99,687,4170.00,30402,80.00,3,0,0,0
1,Debt Consolidation,0.11,441.78,10.46,35000.00,20.50,727,5490.00,22375,26.60,2,0,0,0
1,Debt Consolidation,0.09,457.51,11.20,73000.00,18.05,747,6149.96,68214,8.40,2,0,0,0
1,All Other,0.13,669.33,10.84,51000.00,13.74,717,3752.00,7031,39.90,1,1,0,0
1,Debt Consolidation,0.11,461.56,10.92,55000.00,18.92,732,2970.00,9646,41.60,1,0,0,0
1,Credit Card,0.13,218.62,10.75,46800.00,3.15,692,8729.96,6112,81.50,0,1,0,0
1,All Other,0.13,836.66,11.67,117000.00,12.64,732,7050.00,28821,52.20,0,0,0,1
1,Debt Consolidation,0.16,839.67,11.92,150000.00,15.76,682,3913.96,55821,87.30,0,0,0,0
1,All Other,0.16,391.85,12.37,235000.00,12.39,677,5459.96,21854,37.60,2,0,0,0
1,All Other,0.16,104.96,10.31,30000.00,1.68,667,1470.00,2654,39.00,2,1,0,0
1,Debt Consolidation,0.11,647.87,10.31,30000.00,2.00,792,5369.96,5162,17.90,1,0,0,0
1,Credit Card,0.12,114.06,11.25,77078.47,11.80,712,5910.00,63543,90.20,0,0,0,0
1,All Other,0.09,317.72,10.49,36000.00,4.33,747,5250.00,8897,32.40,1,0,0,0
1,All Other,0.13,200.80,10.78,47928.00,9.59,687,13109.96,10115,70.70,0,0,0,0
1,All Other,0.13,811.56,11.68,118320.00,0.40,737,5280.00,1823,6.75,0,1,0,0
1,Small Business,0.14,186.83,10.51,36789.24,11.19,807,15299.96,32062,0.00,0,0,0,0
1,Home Improvement,0.11,263.75,10.63,41200.00,0.79,722,8999.96,3316,44.20,1,0,0,0
1,Debt Consolidation,0.17,517.28,10.33,30600.00,12.98,672,3900.00,2057,89.40,0,0,0,1
1,Educational,0.08,46.83,9.90,20000.00,3.42,807,4979.96,1721,8.60,0,0,0,0
1,All Other,0.14,274.45,10.53,37500.00,14.78,687,4110.00,4986,83.10,3,0,0,0
1,Home Improvement,0.08,149.85,11.61,110000.00,2.81,792,5520.00,691,0.80,0,0,0,0
1,Credit Card,0.11,492.06,11.53,101500.00,15.93,807,6270.00,0,0.00,2,0,0,0
1,All Other,0.13,334.67,11.13,68500.00,11.11,702,3690.00,13827,52.20,1,1,0,0
1,Small Business,0.15,870.39,11.61,110000.00,2.69,757,8130.00,11437,16.30,3,0,0,0
1,Debt Consolidation,0.09,293.89,10.09,24000.00,22.25,737,12930.00,6738,28.20,0,0,0,1
1,Debt Consolidation,0.13,709.82,11.16,70224.00,20.59,712,4890.00,19995,67.30,2,0,0,0
1,All Other,0.11,360.84,11.39,88000.00,8.35,762,5223.00,4397,48.90,0,0,0,0
1,Debt Consolidation,0.12,99.41,10.85,51480.00,9.43,692,5765.96,5492,70.90,2,0,0,0
1,Debt Consolidation,0.11,262.43,12.07,175000.00,15.13,722,9630.00,38107,69.90,0,0,0,0
1,Major Purchase,0.08,124.88,11.16,70000.00,5.76,797,7259.96,825,1.40,0,0,0,0
1,Small Business,0.15,344.76,11.00,60000.00,14.32,742,11312.00,41063,61.30,4,0,0,1
1,Debt Consolidation,0.14,82.34,10.54,37800.00,21.05,667,2580.00,8138,62.60,0,0,0,0
1,All Other,0.13,168.17,10.67,43200.00,14.89,682,2429.96,17123,75.80,3,0,0,0
1,Debt Consolidation,0.15,261.12,10.40,33000.00,14.76,747,12002.96,23875,12.60,5,0,0,0
1,Educational,0.11,49.46,9.29,10800.00,6.44,797,8939.96,2763,9.00,5,0,0,1
1,All Other,0.12,49.95,10.60,40000.00,22.23,692,2220.00,6834,55.10,2,0,0,0
1,Debt Consolidation,0.09,347.72,10.20,27000.00,24.49,767,6000.00,5401,19.40,1,0,0,0
1,Major Purchase,0.15,55.17,8.70,6000.00,5.00,677,8369.96,369,3.00,1,1,0,0
1,Debt Consolidation,0.13,33.64,10.31,30035.00,23.81,692,3989.96,18154,91.20,0,0,0,0
1,Small Business,0.19,184.49,10.46,35000.00,1.78,667,7619.96,4198,44.20,0,1,0,1
1,Credit Card,0.11,824.22,11.10,66000.00,5.89,782,4380.00,3577,9.40,2,0,0,0
1,Major Purchase,0.09,221.28,10.82,50000.00,6.17,742,4272.96,6881,28.20,0,0,0,0
1,Major Purchase,0.14,67.94,10.49,36000.00,7.83,667,3509.96,1790,34.40,0,0,0,0
1,Debt Consolidation,0.14,514.59,10.90,54000.00,7.40,697,1500.00,1366,21.00,1,0,0,0
1,Debt Consolidation,0.08,156.10,10.82,50000.00,4.51,772,4320.96,928,2.00,2,0,0,0
1,Debt Consolidation,0.14,424.61,10.62,41000.00,23.94,687,3000.00,8180,83.50,2,0,0,0
1,All Other,0.07,95.79,11.29,80000.00,10.56,772,12689.96,5378,18.80,0,0,0,0
1,Debt Consolidation,0.08,112.39,11.61,110000.00,7.78,742,5429.96,15695,67.70,0,0,0,0
1,Home Improvement,0.12,807.53,11.16,70000.00,10.29,787,4656.96,1026,14.50,0,0,0,0
1,Home Improvement,0.09,571.89,11.70,120000.00,3.44,797,7529.96,21807,43.60,0,0,0,0
1,Debt Consolidation,0.20,556.10,10.68,43680.00,5.22,667,1590.00,12390,98.30,1,0,0,0
1,Credit Card,0.14,204.83,11.41,89772.00,10.35,697,3690.00,9572,96.70,1,0,0,0
1,Debt Consolidation,0.09,173.86,10.39,32400.00,17.37,772,9806.00,14163,18.40,5,0,0,0
1,All Other,0.12,239.76,11.62,111000.00,22.39,707,8969.96,37591,77.20,0,0,0,0
1,All Other,0.08,156.10,11.23,75000.00,2.34,792,4619.96,0,0.00,0,0,0,0
1,Debt Consolidation,0.15,382.97,10.82,50000.00,22.90,662,2610.00,27297,80.00,0,0,0,0
1,Home Improvement,0.16,247.31,10.35,31200.00,17.19,662,10620.00,0,33.29,0,3,0,0
1,All Other,0.14,339.69,11.61,110000.00,16.12,687,3330.00,1584,49.50,1,0,0,0
1,Debt Consolidation,0.14,679.37,11.31,82000.00,12.34,702,4200.00,24387,36.60,0,0,0,0
1,Credit Card,0.15,870.39,11.73,123917.64,16.65,707,10590.00,40413,85.60,0,0,0,0
1,All Other,0.15,348.16,10.60,40000.00,14.31,672,2789.96,980,32.70,3,0,0,1
1,All Other,0.13,338.01,11.00,60000.00,18.02,692,4589.96,11188,42.70,2,0,0,0
1,All Other,0.17,88.76,11.89,146000.00,24.12,682,10710.00,27433,56.80,1,0,0,0
1,Debt Consolidation,0.13,470.87,10.97,58000.00,4.30,707,3239.96,8752,53.00,0,0,0,0
1,Debt Consolidation,0.09,317.72,11.05,63000.00,13.64,737,3989.96,10326,27.80,1,0,0,0
1,Credit Card,0.14,348.20,11.00,60000.00,9.48,682,6570.00,18393,71.60,2,0,0,0
1,Debt Consolidation,0.09,347.72,9.95,21000.00,16.46,752,3629.96,4372,21.10,1,0,0,1
1,Debt Consolidation,0.15,379.23,10.71,45000.00,12.00,672,8639.96,9311,40.50,0,0,0,0
1,Debt Consolidation,0.11,593.44,11.35,85000.00,19.71,737,4050.00,3519,12.10,0,0,0,0
1,All Other,0.08,93.66,11.35,84996.00,11.38,762,4474.00,265,3.30,1,0,0,0
1,Debt Consolidation,0.12,596.41,10.60,40000.00,12.42,737,3750.00,7658,36.00,0,0,0,0
1,All Other,0.12,265.08,10.92,55000.00,17.72,712,3705.00,21470,85.50,0,0,0,0
1,Credit Card,0.15,519.68,11.39,88800.00,21.57,707,3599.96,13724,87.40,0,0,0,1
1,Debt Consolidation,0.15,299.94,10.25,28320.00,11.27,687,1170.00,3430,71.50,1,0,0,0
1,Major Purchase,0.07,155.30,11.18,72000.00,14.22,782,5759.96,1751,6.10,0,0,0,0
1,Home Improvement,0.08,156.10,11.11,67068.42,1.81,777,7199.96,4814,23.50,0,0,0,0
1,Debt Consolidation,0.11,623.27,10.91,54586.00,19.83,777,5730.96,33809,22.10,1,0,0,0
1,Small Business,0.20,447.01,11.23,75000.00,11.25,672,4530.00,3672,79.80,0,0,0,0
1,Debt Consolidation,0.19,258.28,11.00,60000.00,17.08,667,1590.00,13859,88.50,0,0,0,0
1,Educational,0.15,68.96,10.09,24000.00,14.86,692,1349.96,261,87.00,0,0,0,0
1,Home Improvement,0.13,234.27,11.47,96000.00,21.43,692,4740.00,52264,82.80,1,0,0,0
1,Debt Consolidation,0.16,706.59,11.41,90000.00,17.43,677,4410.00,14218,74.80,0,0,0,0
1,Major Purchase,0.08,124.88,10.71,45000.00,19.63,757,4201.00,3417,15.30,1,0,0,0
1,All Other,0.12,499.50,11.60,108600.00,12.25,727,6035.00,24573,87.40,1,0,0,0
1,Small Business,0.17,74.92,10.45,34560.00,6.32,687,1950.00,8903,79.50,1,0,0,0
1,Educational,0.09,316.11,11.39,88500.00,8.83,762,7229.96,75336,32.60,0,0,0,0
1,Credit Card,0.08,218.54,11.28,79618.00,2.19,797,7259.96,0,0.00,0,0,0,0
1,Home Improvement,0.15,861.88,11.63,112000.00,16.66,712,9120.00,65844,48.90,1,0,0,0
1,Debt Consolidation,0.09,202.31,11.02,61193.60,7.90,747,2759.96,5418,8.20,1,0,0,0
1,Major Purchase,0.11,131.22,9.80,18000.00,2.80,742,2250.00,2135,46.40,1,0,0,0
1,Debt Consolidation,0.09,460.69,11.51,100000.00,6.54,762,6930.00,7563,30.00,0,0,0,0
1,Debt Consolidation,0.13,210.21,10.22,27311.00,23.73,692,3239.96,9166,73.90,2,0,0,0
1,All Other,0.11,494.53,12.15,190000.00,6.35,767,7229.96,544,2.70,2,1,0,0
1,All Other,0.12,248.51,10.31,30000.00,22.52,712,3599.96,10131,39.60,0,0,0,0
1,Debt Consolidation,0.09,114.38,10.46,35000.00,23.92,722,2250.00,8151,57.00,1,0,0,0
1,All Other,0.13,160.64,9.51,13440.00,2.05,717,3090.00,1554,23.90,2,0,0,0
1,Debt Consolidation,0.11,500.26,11.60,109000.00,8.69,752,3899.96,4963,14.20,1,0,0,0
1,Credit Card,0.09,113.80,11.00,60000.00,2.90,742,3629.96,3880,25.00,4,0,0,0
1,Debt Consolidation,0.11,131.22,10.69,44000.00,22.96,717,5490.00,13694,83.50,0,0,0,0
1,All Other,0.09,381.26,10.31,30000.00,12.56,802,4349.96,2316,4.80,0,0,0,0
1,Debt Consolidation,0.16,510.80,11.48,97000.00,18.73,662,4440.04,31485,58.60,0,0,0,1
1,Credit Card,0.11,459.25,10.67,42900.00,14.21,747,3720.00,14447,68.80,0,0,0,0
1,Debt Consolidation,0.12,499.50,11.23,75000.00,12.22,712,2849.96,15191,83.00,1,0,0,0
1,All Other,0.13,437.24,10.09,24000.00,10.80,702,2640.00,9424,38.60,0,0,0,1
1,Debt Consolidation,0.14,720.43,11.02,61000.00,18.85,692,5459.96,18020,34.90,0,0,0,0
1,Debt Consolidation,0.14,626.08,10.86,52000.00,23.12,687,3627.00,13882,69.40,0,0,0,1
1,Major Purchase,0.11,393.65,10.85,51750.00,24.70,737,3240.96,9200,26.80,1,0,0,0
1,Small Business,0.13,94.18,11.52,100843.00,0.88,777,6918.00,2817,9.50,0,0,0,0
1,Debt Consolidation,0.16,538.77,10.92,55000.00,23.21,677,3660.00,34715,96.70,1,0,0,0
1,All Other,0.14,51.46,10.82,50000.00,24.43,667,4229.96,26669,92.60,0,1,0,0
1,All Other,0.15,691.17,11.21,73580.00,10.29,707,1531.00,12560,53.00,0,0,0,0
1,Small Business,0.15,655.03,11.39,88200.00,5.56,792,9636.00,14653,44.30,3,0,0,0
1,Debt Consolidation,0.15,389.94,10.85,51300.00,3.16,722,4319.96,4138,98.50,0,0,0,0
1,Debt Consolidation,0.11,395.63,12.21,200000.00,6.11,737,6960.00,2874,4.70,1,0,0,0
1,Major Purchase,0.09,308.19,11.17,71000.00,8.15,762,3420.00,6953,30.90,4,0,0,0
1,Debt Consolidation,0.09,476.58,11.52,101000.00,3.07,772,6869.96,13648,20.70,1,0,0,0
1,Debt Consolidation,0.11,52.75,11.13,68000.00,9.21,702,3149.96,2822,40.30,0,0,0,0
1,Debt Consolidation,0.08,156.10,12.21,200000.00,2.52,762,9270.00,17604,36.10,2,0,0,0
1,Debt Consolidation,0.09,292.30,11.13,68000.00,17.81,752,9300.00,38581,65.40,1,0,0,0
1,Debt Consolidation,0.11,659.37,11.16,70000.00,6.84,752,3480.00,5303,26.60,1,0,0,0
1,Debt Consolidation,0.15,519.68,11.11,67000.00,13.81,687,2640.00,13217,96.50,0,0,0,0
1,Debt Consolidation,0.12,198.81,10.99,59000.00,20.40,702,1980.00,7278,30.10,0,0,0,0
1,Small Business,0.16,421.89,10.90,54000.00,11.20,702,3945.96,5418,33.90,3,0,0,1
1,Debt Consolidation,0.09,110.64,10.46,35000.00,16.63,722,1860.00,3159,17.40,0,0,0,0
1,Debt Consolidation,0.11,197.82,10.46,34980.00,1.61,742,5369.96,1926,6.00,4,3,0,1
1,Credit Card,0.09,413.03,10.86,52128.00,18.99,747,3209.96,14385,50.30,1,0,0,0
1,Small Business,0.14,68.28,10.82,50252.00,1.58,757,1590.00,2138,14.40,0,0,0,0
1,Debt Consolidation,0.18,792.47,11.08,64800.00,22.81,662,9329.96,11328,39.90,2,1,0,0
1,Credit Card,0.17,645.26,11.35,85000.00,23.48,667,6124.96,11369,91.70,1,0,0,0
1,Debt Consolidation,0.14,136.55,10.11,24543.84,4.16,682,1379.96,2791,35.80,1,0,0,0
1,Debt Consolidation,0.12,198.81,10.83,50500.00,7.96,702,3149.96,16721,74.60,3,0,0,0
1,Debt Consolidation,0.11,428.59,11.23,75000.00,9.81,722,2879.96,14132,67.60,3,0,0,0
1,All Other,0.13,473.21,10.79,48300.00,4.57,717,2550.00,1937,84.20,1,0,0,0
1,Debt Consolidation,0.17,647.90,10.93,56000.00,23.72,707,6929.96,27298,99.30,2,0,0,0
1,Debt Consolidation,0.15,836.68,11.70,120000.00,20.15,702,4324.96,68903,92.90,0,0,0,0
1,Major Purchase,0.14,170.69,10.31,30000.00,18.04,672,1950.00,7768,42.90,1,0,0,0
1,All Other,0.09,95.32,10.37,32000.00,6.90,732,3450.00,11247,57.70,1,0,0,0
1,Credit Card,0.13,336.34,11.31,82000.00,12.67,697,3959.96,33896,72.70,3,0,0,0
1,Debt Consolidation,0.14,288.74,9.90,20000.00,14.94,692,1381.96,4455,40.50,3,0,0,0
1,Debt Consolidation,0.16,384.85,10.42,33600.00,11.36,682,2879.96,10908,92.40,1,0,0,0
1,All Other,0.12,166.50,10.60,40000.00,5.64,697,2730.00,4388,43.90,0,0,0,0
1,Debt Consolidation,0.12,299.70,10.82,50000.00,19.42,707,3989.96,4711,77.20,3,0,0,0
1,Debt Consolidation,0.14,477.92,10.90,54000.00,15.00,682,3853.04,18270,52.70,0,0,0,1
1,All Other,0.13,400.76,10.65,42000.00,22.74,702,3030.00,19721,67.10,1,0,0,0
1,Debt Consolidation,0.13,501.16,10.31,30000.00,16.08,712,3629.96,6327,66.60,1,0,0,1
1,Debt Consolidation,0.13,229.85,11.25,77182.00,10.59,707,4860.00,10730,95.80,0,0,0,0
1,Debt Consolidation,0.15,844.28,11.82,136000.00,5.99,682,3930.96,6548,63.00,0,0,0,1
1,Debt Consolidation,0.12,596.41,11.18,71820.00,19.31,722,3720.04,9918,21.10,1,0,0,0
1,All Other,0.09,455.19,11.13,68000.00,7.82,802,8160.00,2889,14.50,1,0,0,0
1,Home Improvement,0.14,273.10,10.31,30000.00,20.16,697,1409.96,1923,76.90,1,0,0,1
1,All Other,0.12,828.35,12.76,348000.00,4.87,812,6660.00,129224,4.60,0,0,0,0
1,Debt Consolidation,0.15,379.23,10.92,55000.00,19.03,692,4720.96,10112,53.50,1,0,1,0
1,Debt Consolidation,0.13,324.63,11.16,70000.00,9.89,707,7083.00,24427,45.60,0,0,0,0
1,Debt Consolidation,0.12,399.60,11.16,70000.00,7.41,712,4112.00,14610,29.30,0,0,0,0
1,Credit Card,0.13,267.74,10.69,44000.00,20.75,697,4020.00,6508,62.00,1,0,0,0
1,Debt Consolidation,0.12,115.97,10.67,43000.00,23.79,707,2580.00,3564,57.50,1,0,0,0
1,All Other,0.11,296.72,11.61,110000.00,11.02,712,8830.00,38771,38.50,1,0,0,0
1,Educational,0.16,122.46,9.39,12000.00,12.00,662,9479.96,2383,95.30,0,1,0,0
1,Debt Consolidation,0.11,209.95,9.96,21120.00,20.34,722,6932.00,2639,12.20,1,0,0,0
1,All Other,0.09,56.90,10.09,24000.00,8.95,722,1860.00,1620,17.10,0,0,0,0
1,Debt Consolidation,0.13,158.97,9.47,12996.00,11.63,697,4140.00,4996,38.40,3,0,0,0
1,Debt Consolidation,0.14,150.21,9.91,20064.00,17.58,677,1750.96,9390,83.80,0,0,0,0
1,Debt Consolidation,0.14,716.88,11.35,85000.00,18.59,702,2973.00,26090,89.70,2,0,0,0
1,Debt Consolidation,0.15,528.34,10.99,59000.00,24.08,677,5039.96,22240,84.20,0,0,0,0
1,All Other,0.08,187.32,10.31,30000.00,14.75,767,7860.00,7552,15.80,2,0,0,0
1,All Other,0.14,681.89,11.74,125000.00,14.16,692,3629.96,8641,41.90,0,0,0,1
1,Debt Consolidation,0.12,563.28,10.92,55000.00,12.70,737,2250.00,3644,52.10,1,0,0,0
1,Small Business,0.18,180.11,10.71,45000.00,10.35,667,4289.96,3062,78.50,0,0,0,0
1,Debt Consolidation,0.12,106.56,10.65,42000.00,20.91,697,3240.96,973,48.60,3,0,0,0
1,All Other,0.15,289.60,10.93,55600.00,20.20,667,2220.00,22851,78.20,1,0,0,0
1,Credit Card,0.12,59.94,10.97,58000.00,4.43,697,11790.00,8652,50.30,1,0,1,0
1,Major Purchase,0.12,101.89,10.13,25000.00,12.91,697,3780.00,18988,60.70,2,0,0,0
1,Debt Consolidation,0.17,716.95,11.63,112000.00,8.88,667,4200.00,20755,89.50,2,0,0,0
1,Debt Consolidation,0.15,278.53,10.62,41000.00,8.20,662,1860.00,7979,48.70,0,1,0,0
1,All Other,0.13,83.67,9.76,17352.00,16.32,692,7320.00,1245,31.10,0,0,0,0
1,Debt Consolidation,0.15,692.90,10.90,54000.00,11.78,682,1709.96,25216,59.90,1,0,0,0
1,Home Improvement,0.12,499.50,12.08,175500.00,10.19,717,3840.00,19315,72.10,2,0,0,0
1,Major Purchase,0.13,87.02,10.62,40792.00,13.54,687,2159.96,9847,24.10,1,0,0,0
1,Educational,0.09,158.86,9.73,16800.00,14.93,732,3569.96,6109,43.90,1,0,0,0
1,Debt Consolidation,0.15,275.81,11.65,115000.00,13.36,677,4349.96,2884,96.80,2,0,0,1
1,Credit Card,0.14,307.24,11.35,85000.00,9.19,677,2069.96,40,1.00,2,0,0,0
1,All Other,0.12,90.75,10.82,50000.00,1.92,727,3209.96,0,0.00,3,0,0,1
1,Debt Consolidation,0.12,497.01,11.39,88000.00,19.70,732,6481.96,32725,41.90,2,0,0,0
1,All Other,0.13,336.34,11.04,62400.00,13.63,712,2340.00,5338,86.10,1,0,0,0
1,Debt Consolidation,0.08,280.97,10.92,55029.00,11.88,777,11249.96,8805,8.40,3,1,0,1
1,Credit Card,0.11,147.62,10.37,32000.00,12.98,727,2069.96,10491,27.00,3,0,0,1
1,Major Purchase,0.11,329.69,10.39,32647.60,18.19,782,2160.96,0,0.00,0,0,0,0
1,Credit Card,0.09,57.19,11.21,74000.00,13.28,717,4980.96,34751,76.50,1,0,0,0
1,Major Purchase,0.11,316.50,10.97,58327.00,10.99,717,3660.00,4431,17.30,2,0,0,0
1,All Other,0.09,381.26,10.37,32000.00,18.56,757,4739.96,16588,38.30,1,0,0,0
1,Home Improvement,0.09,444.81,11.25,77000.00,15.80,752,9779.96,1842,5.00,0,0,0,0
1,All Other,0.09,245.44,10.78,48000.00,16.63,732,3629.96,15355,35.50,2,0,0,0
1,Debt Consolidation,0.15,415.74,10.60,40046.00,19.78,687,1170.00,3147,73.20,0,0,0,0
1,Credit Card,0.19,918.02,11.90,148000.00,18.54,662,4890.00,46031,77.40,1,1,0,1
1,Debt Consolidation,0.15,515.27,11.00,60000.00,15.50,672,3629.96,7237,45.00,1,1,0,1
1,Small Business,0.16,703.15,10.57,38900.00,8.14,757,1439.96,2120,13.50,3,0,0,0
1,Credit Card,0.14,509.53,11.30,81000.00,0.81,752,4770.00,981,1.10,7,1,0,1
1,Major Purchase,0.09,240.24,11.23,75000.00,10.50,757,14400.00,12952,27.20,0,0,0,0
1,Debt Consolidation,0.14,329.34,10.82,50000.00,19.61,682,3150.96,4301,93.50,0,1,0,0
1,Small Business,0.16,139.95,10.92,55000.00,10.82,697,7949.96,405,6.20,1,0,0,0
1,Credit Card,0.13,642.22,11.47,96000.00,10.95,712,4319.96,19304,41.80,2,1,0,0
1,Small Business,0.16,227.41,9.90,20000.00,18.90,727,2429.96,24,6.00,0,0,0,0
1,Debt Consolidation,0.16,209.92,10.49,35916.00,22.89,682,2519.96,5019,98.40,1,0,0,0
1,Major Purchase,0.11,395.63,10.31,30000.00,2.80,732,5250.00,8526,15.60,2,0,0,0
1,All Other,0.14,85.35,10.65,42000.00,21.17,667,2519.96,20323,78.80,3,0,0,0
1,Debt Consolidation,0.11,494.53,10.73,45600.00,8.84,737,4410.00,13819,56.40,0,0,0,0
1,All Other,0.12,530.15,12.23,204000.00,6.29,727,7559.96,41977,25.40,1,0,0,0
1,Debt Consolidation,0.08,206.05,14.12,1362000.01,0.62,782,4709.96,20,0.10,2,0,0,0
1,Debt Consolidation,0.14,543.50,11.00,60000.00,18.58,697,2524.96,24089,60.20,0,0,0,0
1,Debt Consolidation,0.13,803.20,11.00,60000.00,17.90,732,4649.96,26715,39.80,1,0,0,0
1,Debt Consolidation,0.17,710.03,11.70,120000.00,3.88,692,4650.96,16725,99.00,1,0,0,0
1,Credit Card,0.11,68.89,9.57,14400.00,6.75,712,3149.96,2256,53.70,0,0,0,0
1,Debt Consolidation,0.08,249.75,10.24,28000.00,16.50,772,6720.00,7943,25.10,0,0,0,0
1,All Other,0.13,840.83,13.71,900000.00,1.16,747,4890.00,30706,44.00,1,0,0,0
1,Debt Consolidation,0.14,327.72,11.20,73000.00,13.55,682,8430.00,618,1.80,0,1,0,0
1,Debt Consolidation,0.12,157.39,9.86,19200.00,22.69,717,3330.00,11023,79.30,0,0,0,0
1,All Other,0.13,253.51,11.20,73000.00,11.74,682,4384.00,21075,59.80,2,1,0,0
1,All Other,0.15,452.60,10.43,33800.00,20.52,712,1200.00,1867,66.70,1,0,0,0
1,Debt Consolidation,0.07,92.70,10.60,40000.00,9.48,772,6179.96,1326,18.20,0,0,0,0
1,Debt Consolidation,0.11,196.83,10.78,48000.00,8.82,722,3239.96,3688,32.10,0,0,0,0
1,Debt Consolidation,0.12,397.61,10.60,40000.00,17.61,722,2190.00,7383,35.00,0,0,0,0
1,Debt Consolidation,0.14,285.34,10.82,50000.00,5.78,682,4380.96,3743,83.20,2,1,0,1
1,Major Purchase,0.15,242.52,10.65,42000.00,3.71,667,1920.00,1747,43.70,0,0,0,0
1,Major Purchase,0.13,283.93,10.82,50000.00,12.50,707,2580.00,3972,92.40,3,0,0,0
1,Debt Consolidation,0.15,522.23,11.63,112000.00,12.15,672,5369.96,37859,82.50,1,1,0,0
1,Debt Consolidation,0.14,187.76,11.29,80160.00,21.48,677,6630.00,62680,84.50,1,0,0,0
1,All Other,0.13,219.71,10.60,40000.00,8.64,757,3209.96,6770,18.80,6,0,0,1
1,Home Improvement,0.07,77.65,10.81,49600.00,1.33,797,7589.96,1844,2.90,0,0,0,0
1,Debt Consolidation,0.14,34.31,10.71,45000.00,24.61,662,2554.00,7153,53.40,0,1,0,0
1,Debt Consolidation,0.16,556.44,10.78,48000.00,18.13,717,1620.00,5481,99.70,0,0,0,0
1,All Other,0.15,866.13,11.18,71328.00,8.73,702,5069.96,8414,24.50,1,1,0,0
1,Debt Consolidation,0.12,198.81,10.71,45000.00,23.15,702,3632.00,13029,58.70,0,0,0,0
1,Debt Consolidation,0.13,507.01,10.38,32240.00,15.63,707,14879.96,14489,89.40,0,0,0,0
1,Credit Card,0.13,201.80,10.97,58000.00,18.12,687,3480.00,6184,85.90,1,0,0,0
1,All Other,0.09,190.63,10.31,30000.00,14.72,757,2099.96,144,5.80,0,0,0,0
1,All Other,0.14,41.17,8.48,4800.00,13.75,702,2580.00,0,36.50,0,0,0,1
1,Debt Consolidation,0.09,174.75,11.29,80000.00,9.29,742,3090.00,7057,49.30,4,0,0,0
1,Home Improvement,0.12,414.18,10.92,55000.00,1.07,737,3569.96,2054,11.40,0,0,0,0
1,Debt Consolidation,0.14,407.63,11.61,110000.00,10.46,677,8339.96,7259,59.00,0,0,1,0
1,Debt Consolidation,0.13,70.28,11.13,68000.00,8.33,682,5429.96,11023,72.00,3,0,1,0
1,All Other,0.13,167.34,9.70,16320.00,4.85,722,1110.00,1231,11.80,3,0,0,1
1,Debt Consolidation,0.16,551.14,11.43,92000.00,14.45,662,4020.00,22689,84.00,0,0,0,0
1,Debt Consolidation,0.14,203.82,10.43,34000.00,20.79,682,2310.00,5950,57.80,0,0,0,0
1,Credit Card,0.16,279.89,10.13,25000.00,7.34,672,2160.96,6706,97.20,1,0,0,0
1,Small Business,0.16,699.73,10.86,52000.00,0.35,797,9690.04,39,0.60,1,0,0,0
1,Debt Consolidation,0.13,135.21,9.77,17500.00,14.13,677,5759.96,9874,62.50,1,0,0,0
1,Credit Card,0.12,298.21,11.18,72000.00,19.50,737,4500.00,12893,90.80,1,0,0,0
1,Debt Consolidation,0.15,165.49,10.93,56000.00,8.81,662,8220.00,5993,70.50,0,1,1,0
1,Small Business,0.15,269.82,11.76,128000.00,24.08,712,8279.96,39121,74.90,3,0,0,0
1,Educational,0.12,828.35,11.49,98000.00,4.87,767,9630.04,3142,8.60,3,0,0,0
1,Debt Consolidation,0.12,249.75,10.50,36320.00,13.02,707,4140.00,6528,42.70,1,0,0,1
1,Debt Consolidation,0.13,108.77,10.24,28000.00,22.54,687,4110.04,6211,58.00,2,0,0,0
1,Debt Consolidation,0.11,304.96,10.24,28000.00,18.90,717,3724.00,16683,24.90,0,1,0,0
1,Debt Consolidation,0.13,121.08,11.24,75996.00,1.58,692,3391.00,12135,85.50,3,0,0,0
1,Debt Consolidation,0.21,827.33,11.81,135000.00,12.78,672,10169.96,62553,44.20,2,0,0,0
1,Credit Card,0.07,217.42,10.60,40224.00,8.89,772,9089.96,14014,14.10,2,0,0,0
1,Debt Consolidation,0.09,381.26,11.34,84400.00,5.52,792,5280.00,1940,2.40,1,0,0,0
1,Small Business,0.16,69.98,10.46,34800.00,20.41,702,2549.96,239,9.20,0,0,0,0
1,Home Improvement,0.06,190.14,10.53,37400.00,10.30,747,2160.96,543,0.90,6,0,0,0
1,Debt Consolidation,0.17,713.49,11.74,125000.00,9.66,667,3644.00,32120,68.50,1,0,0,0
1,Small Business,0.15,577.46,11.65,115000.00,10.12,747,3903.00,6341,21.40,0,0,0,0
1,All Other,0.15,207.87,10.82,50000.00,19.58,702,2849.96,14306,99.30,0,0,0,0
1,All Other,0.13,84.51,11.08,65000.00,19.68,677,5399.96,20241,66.40,1,0,0,0
1,All Other,0.12,397.61,11.72,123000.00,15.88,722,7442.00,46336,49.80,2,0,0,0
1,Debt Consolidation,0.09,152.51,11.37,87000.00,10.54,732,4140.00,27901,40.90,1,0,0,0
